key,label,description
14,Acusación constitucional,"Atribución exclusiva de la Cámara de Diputados, con la cual se inicia el procedimiento que tiene por objeto hacer responsable jurídica y políticamente a autoridades o al tos funcionarios del Estado, por actos propios del cargo que desempeñan, en razón de los ilícitos establecidos taxativamente en la Constitución (véase “Cámara de Diputados”). La acusación constitucional es la etapa inicial de lo que se ha denominado juicio político que, en conjunto, efectúan las cámaras del Congreso Nacional (véase “Juicio Político”)."
15,Administración del estado,"Es el conjunto de todos los órganos del Estado con autonomía constitucional o legal, creados para el cumplimiento de la función administrativa, que se relacionan entre sí, sea a través de vínculos jerárquicos o de coordinación, con el deber de colaborar con el Presidente de la República en el fin de atender las necesidades públicas de forma continua y permanente. Tales órganos han sido creados para el impulso, ejercicio, desarrollo y fiscalización de todas las funciones administrativas del Estado mediante la aprobación, ejecución y control de políticas, planes, programas y acciones de alcance nacional, regional y comunal."
16,Administración financiera del estado,"Véase “Constitución económica” [Es el plexo normativo constitucional que regula los principios orientadores de la economía, los instrumentos de política económica, los derechos constitucionales de la esfera económica y el diseño institucional de la administración financiera del Estado.]. Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]."
17,Administración local,"Es la división del territorio para la organización de la administración del Estado descentralizada en el nivel zonal más reducido del país, correspondiente a las comunas o agrupación de comunas que según la ley reside en una municipalidad. La ejecuta el Alcalde (véase “Alcalde”), como máxima autoridad, y el Concejo Municipal (véase “Concejo Municipal”), quienes deben satisfacer las necesidades de la comunidad local y asegurar la participación de ella en su desarrollo económico, social y cultural (véase “Comuna”, “Municipalidad”)."
18,Administración provincial,Es la división del territorio para la organización del gobierno y administración regional del Estado desconcentrada en el nivel zonal intermedio del país correspondiente a las provincias y que reside en las gobernaciones.
19,Afectación tributaria,"Destinación directa, a fines y actividades estatales específicas, de los montos recaudados a través de un  tributo que constituye una excepción al ingreso a las rentas generales de la Nación."
20,Agresión,"Ataque, generalmente armado, de una nación extranjera contra otro Estado soberanamente independiente, sin declaración previa, que compromete la integridad total o parcial de su territorio, afectando su seguridad exterior."
21,Alcalde,"Es la máxima autoridad del nivel local, electa democráticamente mediante sufragio directo de la población de su comuna, correspondiéndole la dirección y administración superior de la Municipalidad, y la supervigilancia de su funcionamiento (véase “Municipalidad”)."
22,Allanamiento,"En conformidad a lo dispuesto por el art.156 del CPP, se entiende por allanamiento la “entrada y registro en cualquier edificio o lugar cerrado, sea público o particular, por medio de una orden judicial y en caso de que hubiere indicio de encontrarse allí el inculpado o procesado, o efectos o instrumentos del delito, o libros, papeles o cualesquiera otros objetos que puedan servir para descubrir un delito o comprobarlo.”"
23,Amnistía,"Ley favorable y dispensatoria de la aplicación de la ley penal, para los beneficiarios que identifica, dejando subsistente los mandatos generales de ésta. Se considera que los amnistiados no han cometido delito alguno, ni son culpables, no obstante haber realizado los hechos catalogados como delictuosos según el ordenamiento jurídico normal, general y subsistente [Silva Bascuñán, 2000 T. VII: 247-8]."
24,Apátrida,"Persona natural que carece de nacionalidad, individuo al que el Derecho de ningún Estado le otorga nacionalidad."
25,Aplicación directa de la constitución,"Es el efecto vinculante, mediato o inmediato, de las normas constitucionales sobre toda persona, institución o grupo. Se suele argumentar que la aplicabilidad directa de la Constitución es una consecuencia del hecho de tratarse de una norma jurídica superior. Ésta puede ser concebida integralmente como una norma que manda, prohíbe, permite o configura los principios para que aquello acontezca. La aplicación directa de la Constitución es uno de los efectos de su fuerza normativa, por ello, su fuente se establece en las bases de la institucionalidad, al indicar que “los preceptos de esta Constitución obligan tanto a titulares o integrantes de dichos órganos como a toda persona, institución o grupo” (art. 6, inc. 2°)."
26,Apremio Ilegítimo,"Los apremios ilegítimos son aquellos que no están autorizados por el ordenamiento jurídico, ya sea por falta de previsión legal o constitucional o por carecer uno o más de los requisitos formales para su procedencia. Dentro de los apremios ilegítimos prohibidos, se consideran la tortura y los tratos crueles, inhumanos y degradantes (véase “Tortura”). Cabe considerar, sin embargo, que el apremio ilegítimo es un concepto jurídico que goza de un alto nivel de indeterminación y se estima que es más amplio que la tortura y los tratos crueles."
27,Arbitraje obligatorio,Intervención estatal imperativa en un proceso de negociación colectiva –que por regla general se encuentra sometido a la resolución voluntaria de las partes– con el objeto de cesar el conflicto (véase “Derecho a la negociación colectiva”).
28,Áreas metropolitanas,"La ley las define como “extensión territorial formada por dos o más centros de población unidos entre sí por espacios construidos y que comparten la utilización de diversos elementos de infraestructura y servicios urbanos. Constituye un espacio territorial que se configura por la agrupación de varias comunas bajo una autoridad coordinadora, con el fin de planificar y coordinar acciones conjuntas de los municipios sobre los problemas de una gran ciudad y cuyos efectos sobrepasan los límites administrativos menores o municipales (art.109 inc. 2° de la LOC GAR)."
29,Arresto,"Es una medida de apremio, en sentido amplio, consistente en la privación temporal de libertad ambulatoria de una persona con el objeto de ponerla a disposición de la respectiva autoridad competente. A diferencia de la detención, que se ubica en la órbita de la persecución penal, el arresto puede ser una medida de apremio en un proceso de naturaleza civil, una sanción disciplinaria al interior de las FFAA o una medida de seguridad preventiva dentro de los Estados de excepción constitucional. Desde el punto de vista de los derechos, es una restricción legalmente autorizada de la libertad personal y seguridad individual (art.19 No 7, véase “Derecho a la libertad personal y la seguridad individual”, “Estados de excepción constitucional”)."
30,Ascensos,"La ley define el ascenso como la “promoción del personal de planta a un grado superior vacante en la línea jerárquica, sujetándose estrictamente al orden de su escalafón y previo cumplimiento de los requisitos pertinentes, y sin perjuicio de las demás exigencias y de las excepciones que se establecen en la Ley Orgánica Constitucional de las Fuerzas Armadas y en este Estatuto.” (Art. 40, DFL No 1/1997 Estatuto del Personal de las Fuerzas Armadas)."
31,Asociación de municipalidades,"Agrupación derivada de la facultad municipal que permite que dos o más municipalidades, que pertenecen o no a una misma provincia o región, puedan constituir asociaciones con el fin de solucionar problemas comunes o lograr un mejor aprovechamiento de los recursos disponibles."
32,Asociación ilícita,"El legislador define asociación ilícita como aquellas “formadas con el objeto de atentar contra el orden social, contra las buenas costumbres, contra las personas o las propiedades, el cual constituye delito por el solo hecho de organizarse” (art. 292 CP)."
33,Atributos del dominio,"Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.]."
34,Auto acordado,"Normas infra legales dictadas por los tribunales superiores de justicia con el objeto de regular ciertas materias procesales en cuestiones propias del funcionamiento interno de estos órganos jurisdiccionales (véase “Corte de Apelaciones”, “Corte Suprema”, “Tribunales superiores de justicia”)."
35,Autorización judicial previa,"Garantía genérica del proceso penal consistente en que cualquier actuación que prive al imputado o un tercero del ejercicio de los derechos que la Constitución le asegura, o los restrinja o perturbe, requiere previamente ser autorizada por el juez."
36,Balotaje,Véase “Segunda vuelta” [Es la elección adicional y eventual que dirime el cargo de Presidente de la República circunscrita entre las dos primeras mayorías relativas que no logran mayoría absoluta de sufragios válidamente emitidos.].
37,Bancadas parlamentarias,"Conjunto de parlamentarios pertenecientes a uno o más partidos políticos, con representación en la Cámara de Diputados (véase “Cámara de Diputados”) o el Senado (véase “Senado”), constituidos en uno o más Comités Parlamentarios en conformidad con el Reglamento respectivo. El Jefe de Bancada, vocero y representante, permite la relación de la Mesa de la Cámara con la Corporación (art. 1 No 5 y 10 RCD)."
38,Banco Central,"Es un organismo autónomo, de rango constitucional, de carácter técnico, con personalidad jurídica, patrimonio propio y duración indefinida, que tiene por objeto “velar por la estabilidad de la moneda y el normal funcionamiento de los pagos internos y externos”, especialmente a través de la emisión del dinero, la regulación del crédito y del circulante, la regulación del sistema financiero y el mercado de capitales, de las operaciones de cambio internacionales y de la estabilidad financiera en general (art. 108, art. 1 y 3 LOC BC)."
39,Bandera,"Véase “Emblemas nacionales” [Conjunto de objetos que representan simbólicamente ciertos valores de patriotismo y unidad nacional. En Chile los emblemas nacionales son el Escudo de Armas de la República, la Bandera Nacional y el Himno Nacional.]."
40,Bases de procedimientos que rigen la administración,"Legislación general que establece y regula la normatividad esencial que orienta plenamente el procedimiento de los actos de la Administración del Estado y, de forma supletoria, para los casos en que la ley contemple procedimientos especiales."
41,Bases esenciales del ordenamiento jurídico,"Véase “Ley” [El CC define ley, en su art. 1, como “una declaración de la voluntad soberana, que manifestada en la forma prescrita por la Constitución, manda, prohíbe o permite”.]."
42,Bien común,"Es el fin del Estado, de acuerdo a lo dispuesto en la Constitución. En el art. 1, inc. 4° se establece que el “Estado está al servicio de la persona humana y su finalidad es promover el bien común, para lo cual debe contribuir a crear las condiciones sociales que permitan a todos y a cada uno de los integrantes de la comunidad nacional su mayor realización espiritual y material posible, con pleno respeto a los derechos y garantías que esta Constitución establece” (énfasis agregado)."
43,Bienes comunes a todos los hombres,Son aquellos bienes no susceptibles de apropiación y cuyo uso es común a todos los seres humanos (res comunes omnium).
44,Bienes corporales e incorporales,"Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.]."
45,Bienes de identificación local/regional,"Bienes muebles o inmuebles que presenten una clara identificación local o regional y que son susceptibles de ser gravados por tributos que se destinen al financiamiento de obras de desarrollo regional. La aplicación de este gravamen es de atribución de las municipalidades y del gobierno regional (art. 5 letra h) LOC MUN; art. 20, letra i) LOC GAR)."
46,Bienes del estado,"La ley define a los bienes del Estado– o bienes fiscales– como aquellos bienes nacionales “cuyo uso no pertenece generalmente a los habitantes” (art. 589, inc. final CC; véase “Bienes nacionales de uso público”). Se trata de una especie de bienes nacionales en los cuales su uso y goce no pertenece a todos los habitantes de la Nación, sino sólo a los organismos que forman parte del Estado y sus funcionarios."
47,Bienes nacionales de uso público,"Aquellos cuyo dominio y uso pertenece a todos los habitantes de la Nación, como calles, plazas, puentes, caminos, el mar adyacente y sus playas (art. 589 CC). Están destinados al disfrute, amplio y anónimo, de grupos e individuos, y constituyen bienes exceptuados de la libre adquisición del dominio garantizada constitucionalmente (véase “Libertad de adquisición del dominio”)."
48,Bienes que pertenecen a la nación toda,Expresión que utiliza la Constitución para los bienes nacionales de uso público. Véase “Bienes nacionales de uso público”.
49,Buen comportanmiento,"Requisito de permanencia en el cargo judicial cuyo incumplimiento constituye una causal especial de remoción de los jueces (art. 80, inc. 1° y 3°)."
50,Buena fe,"En el ámbito del Derecho constitucional, es el principio que protege la honesta conducta en el legítimo ejercicio de los derechos fundamentales y en el respeto y recto ejercicio de las competencias institucionales."
51,Buenas costumbres,El concepto de buenas costumbres es un concepto jurídico indeterminado que emplea la Constitución en relación a los límites de ciertos derechos. Por buenas costumbres se entiende un ámbito de la moralidad pública que dice relación con los modos y formas de convivencia social imperantes en un momento histórico determinado.
52,Calificación cinematográfica,"Es el sistema que clasifica por edades las producciones cinematográficas “propendiendo siempre a la protección de la infancia y la adolescencia y a su desarrollo psicológico y social” (art. 1, L. 19.846)."
53,Cámara de diputados,"Corporación integrada por miembros elegidos en votación directa, que forma parte del Congreso Nacional (véase “Congreso Nacional”), concurre a la formación de las leyes, y particularmente, lleva a cabo la función fiscalizadora de los actos del Gobierno. La Constitución mandata a la ley orgánica respectiva determinar el número de diputados, los distritos electorales y la forma de su elección (art. 47). La denominación Cámara de Diputados ha regido en nuestro país desde la Constitución de 1822 (art. 17), 1828 (art. 23), 1833 (art. 13) y 1925 (art. 24)."
54,Cámara de origen,Corresponde a la Cámara del Congreso Nacional por la cual se comienza la indistinta y obligatoria tramitación de un proyecto de ley dependiendo de su materia y de quién adopta la iniciativa (véase “Formación de la ley”).
55,Cámara revisora,"Corresponde a la Cámara en la cual se continúa la discusión de la ley, luego de ser aprobado el proyecto en la cámara de origen y una vez concluido el primer trámite constitucional de la formación de la ley (art. 69, inc. 2°; art. 70; véase “Formación de la ley”). De esta manera, si la cámara de origen fue la Cámara de Diputados, la Cámara revisora será el Senado y viceversa."
56,Campaña electoral,Véase “Organización electoral” [Conjunto de autoridades electorales y de aquellas reglas que permiten el desarrollo y funcionamiento de elecciones y votaciones populares.].
57,Carabineros de Chile,"Véase “Fuerzas de Orden y Seguridad Pública” [Instituciones policiales del Estado, dependientes del Ministerio encargado de la Seguridad Pública, de carácter eminentemente técnico y profesional cuyas funciones son dar eficacia al derecho, garantizar el orden y la seguridad pública.]."
58,Cárcel,"Es un lugar público de reclusión donde se hace efectiva la privación de libertad ambulatoria de un individuo, normalmente en virtud de una decisión judicial."
59,Cargas públicas,"Conjunto de obligaciones o gravámenes impuestos por la Constitución o la ley a determinadas personas. Algunas cargas públicas sólo son exigibles a personas de nacionalidad chilena. Las cargas públicas se clasifican en personales y reales. Las primeras “cuando importan el ejercicio obligatorio de una actividad que se impone a la persona por el ordenamiento jurídico”, mientras que las segundas “suponen una afectación patrimonial que también debe ser soportada obligatoriamente por la persona, como las multas o sanciones en dinero que imponen las autoridades dotadas de potestades fiscalizadoras.” (STC R. 755-07; R. 790-07; R. 1254-08)."
60,Cargos de elección popular,"Véase “Votaciones populares” [Son los procesos electorales conducentes a la nominación de candidatos, a la elección de cargos públicos, a la introducción o rechazo de enmiendas constitucionales así como a materias de afectación comunal.]. Véase “Cargos públicos” [“Es aquél que se contempla en las plantas o como empleos a contrata en [los Ministerios, Intendencias, Gobernaciones y servicios públicos centralizados y descentralizados], a través del cual se realiza una función administrativa” (art. 3 letra a) EA). Sobre esta definición podríamos decir que hay una tan sintética como amplia: cargo público es “el ejercicio de las funciones públicas” (art. 8 inc. 1° de la Constitución).]."
61,Cargos públicos,"“Es aquél que se contempla en las plantas o como empleos a contrata en [los Ministerios, Intendencias, Gobernaciones y servicios públicos centralizados y descentralizados], a través del cual se realiza una función administrativa” (art. 3 letra a) EA). Sobre esta definición podríamos decir que hay una tan sintética como amplia: cargo público es “el ejercicio de las funciones públicas” (art. 8 inc. 1° de la Constitución)."
62,Carrera functionaria,"Véase “Funcionarios públicos” [Empleados de la Administración del Estado, sujetos al Estatuto Administrativo directa o supletoriamente, que ejercen un cargo público bajo una relación jerárquica y disciplinada.]."
63,Carrera profesional,"Es el estatuto que regula las materias que van desde el ingreso hasta la cesación de funciones de los integrantes de las instituciones militares, especialmente su jerarquía, el rango, la antigüedad, el grado, el mando y su sucesión, así como otros derechos, obligaciones y prohibiciones que afectan a las distintas categorías del personal de las FFAA."
64,Carta de nacionalización,"Acto administrativo en virtud del cual un extranjero, cumpliendo con los requisitos que establece la Constitución y la ley, puede adquirir la nacionalidad chilena. Constituye una fuente derivada de la nacionalidad, otorgada por un decreto supremo que reemplaza la nacionalidad anterior, o la confiere, en el caso de los apátridas (véase “Nacionalidad”, “Doble nacionalidad”, “Extranjeros”, “Apátrida”)."
65,Cesación parlamentaria,"Causales en virtud de las cuales un diputado o senador finaliza en el ejercicio de su cargo. La mayoría de ellas, importan inhabilidades sobrevinientes, derivadas de diversos motivos, ya sea, resultante de su propia actividad o de decisiones voluntarias de los parlamentarios, mientras que otras son derivadas de circunstancias ajenas."
66,Chilenos,"Personas con nacionalidad chilena. La Constitución señala que son chilenos las personas nacidas en Chile, los extranjeros que obtienen carta de nacionalización conforme a la ley, las personas que obtienen especial gracia de nacionalización por ley y los hijos de padre o madre chilenos nacidos en territorio extranjero, requiriendo además que alguno de sus ascendientes en línea recta de primer o segundo grado haya adquirido nacionalidad chilena por haber nacido en Chile, por obtener carta de nacionalización, o por gracia (art. 10). Además, pueden optar a ser chilenos los hijos de extranjeros al servicio de su Gobierno que se encuentren en Chile, y los hijos de extranjeros transeúntes. Los chilenos tiene derecho a la nacionalidad (véase “Nacionalidad”) y éste se encuentra protegido por la acción de pérdida o desconocimiento de la nacionalidad (véase “Acción de reclamación por privación o desconocimiento de la nacionalidad”)."
67,Circular,"La ley establece las bases para una definición de circular. Las circulares o instrucciones son las directrices que la autoridad administrativa imparte a los funcionarios públicos subalternos, “dentro del margen de discrecionalidad que le entrega el ordenamiento, para la buena marcha y funcionamiento de la entidad pública” y “[o]stenta la naturaleza normativa particular de carácter interno, pues está dirigida a la propia Administración, no a los administrados frente a los cuales no se pueden hacer valer”. (Art. 12 inc. 5° LOC MUN) [Cordero, 2010: 32]."
68,Circunscriptción senatorial,Unidad territorial y poblacional utilizada para la elección de Senadores. La Constitución establece que es materia de ley orgánica constitucional la regulación de las circunscripciones (art. 49).
69,Citación a ministro de estado,"Véase “Interpelación” [Atribución de la Cámara de Diputados, en virtud de la cual la minoría política puede fiscalizar los actos del Gobierno, mediante la citación de un Ministro de Estado en ejercicio, con el objeto de formular preguntas y replicar respuestas relacionadas con el desempeño de su cargo (art. 52 No 1, letra b).]."
70,Ciudadanía,"Cualidad política que fija un nexo entre el individuo y el orden político-jurídico de un Estado, la relación política fundamental que reúne las expectativas y exigencias, los derechos y deberes, las modalidades de pertenencia y los criterios de diferenciación o exclusión [Costa, 2006: 35]."
71,Cláusula de conciencia,"Corresponde a la facultad que tiene todo periodista, o quien ejerza una actividad periodística, a negarse fundadamente a realizar determinadas y específicas actividades profesionales o informativas, contrarias a la deontología periodística o a sus convicciones valóricas, religiosas o filosóficas."
72,Codificación,"Véase “Código” [Es una ley que corresponde al resultado del proceso de codificación en donde se compilan, en un cuerpo único, los principios y reglas sistematizadas que ordenan una disciplina jurídica. La palabra código proviene del latín codex que evoca etimológicamente la idea de estructura. El código es un texto que posee estructura y que aspira a la plenitud y se caracteriza por su función unificadora “[Caroni, 2013: 28-9].]."
73,Código,"Es una ley que corresponde al resultado del proceso de codificación en donde se compilan, en un cuerpo único, los principios y reglas sistematizadas que ordenan una disciplina jurídica. La palabra código proviene del latín codex que evoca etimológicamente la idea de estructura. El código es un texto que posee estructura y que aspira a la plenitud y se caracteriza por su función unificadora “[Caroni, 2013: 28-9]."
74,Cohecho,"Véase “Responsabilidad personal de los jueces” [La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79).]."
75,Colegio Profesional,"Institución de carácter corporativo, de adhesión voluntaria, dotado de personalidad jurídica, que agrupan a los individuos que ejercen una misma profesión y cuyo objeto es velar por la conducta ética y el desarrollo de sus miembros."
76,Comisión interamericana de derechos humanos,"Es un órgano autónomo de la Organización de los Estados Americanos, que representa a los Estados de la organización cuya función principal es la de promover la observancia y la defensa de los derechos humanos, y de servir como órgano consultivo de la organización en esta materia (art. 106, Carta de la Organización de Estados Americanos). Junto a la Corte IDH, integra el sistema de protección y promoción de los derechos humanos en el continente americano (véase “Corte Interamericana de Derechos Humanos”)."
77,Comisión investigadora,"Organismo colegiado creado por acuerdo de la Cámara de Diputados, a petición de, al menos, dos quintos de los diputados en ejercicio, a través del cual se ejercen las facultades fiscalizadoras exclusivas de la Cámara, con el objeto de reunir informaciones relativas a determinados actos del gobierno (art. 52, No 1, letra c)."
78,Comisión mixta,"Comisión parlamentaria compuesta por igual número de diputados y senadores y presidida por el senador elegido por la mayoría de sus miembros, cuyo objeto es proponer la forma y el modo de resolver las dificultades cuando un proyecto de ley ha sido rechazado en su totalidad por la Cámara revisora, o las modificaciones o enmiendas que ésta hiciere fueran rechazadas en la Cámara de origen (véase “Cámara de origen”, “Cámara revisora”, “Indicación legislativa”)."
79,Comisión parlamentaria,"Forma de organización colegiada y pluralista, sea de modo permanente, especial o transitoria, al interior de cada Cámara, y excepcionalmente entre ellas, a objeto de estudiar especialmente un proyecto de ley o un asunto directamente encomendado y recabar su opinión para hacerla presente al pleno de la Cámara en la respectiva sala. Las comisiones permanentes se conforman por trece miembros en la Cámara de Diputados y cinco en el Senado."
80,Comisiones especiales,"Véase “Debido proceso” [Se puede definir el derecho al debido proceso como aquel que, franqueado el acceso a la jurisdicción, permite que el proceso se desarrolle con todas las garantías esenciales, racionales y justas que contribuyan a un procedimiento equitativo y no arbitrario. El TC lo define sosteniendo que “el procedimiento legal debe ser racional y justo. Racional para configurar un proceso lógico y carente de arbitrariedad. Y justo para orientarlo a un sentido que cautele los derechos fundamentales de los participantes en un proceso.” (STC R. 1838-10, c. 10°).]."
81,Comiso,"Sanción penal consistente en la pérdida de los efectos que provengan del delito y de los instrumentos con que se ejecutó, a menos que pertenezcan a un tercero no responsable del crimen o simple delito (art. 31 CP). La Constitución prohíbe la imposición de la pena de confiscación de bienes pero admite, como excepción, la del comiso, establecida por ley (art. 19 No 7, letra g)."
82,Comuna,"Corresponde a la unidad político administrativa básica en la distribución territorial chilena. La administración local de la comuna –o de agrupación de comunas– reside en la Municipalidad (art. 1 LOC MUN, véase “Municipalidad”); es decir, una municipalidad puede administrar una o más comunas."
83,Concejales,"Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.]."
84,Concejo Municipal,"Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal."
85,Concesiones administrativas,"La concesión administrativa es un “acto administrativo público, por medio del cual el Estado, llamado concedente, faculta al particular, llamado concesionario para que administre y explote en su provecho, en forma regular y continua, pero por tiempo determinado, bienes del dominio público [, obras públicas] o servicios públicos, en vista de satisfacer un interés colectivo, mediante una ley preconcebida y un contrato formulado entre las partes” [Meléndez, 1964: 54]."
86,Concesiones mineras,"La ley define concesiones mineras como aquellos “derechos reales e inmuebles, distintos e independientes del dominio del predio superficial, aunque tengan un mismo dueño; oponibles al Estado y a cualquier persona; transferibles y transmisibles; susceptibles de hipoteca y otros derechos reales y, en general, de todo acto o contrato; y que se rigen por las mismas leyes civiles que los demás inmuebles, salvo en lo que contraríen disposiciones de esta ley o del Código de Minería.” (Art. 2 LOC CM)."
87,Concusión,"Es un tipo de exacción ilegal que comete un funcionario público y que se encuentra castigada en los arts. 157 y 241 CP. En el primer caso, el CP castiga a todo “empleado público que sin un decreto de autoridad competente, deducido de la ley que autoriza la exacción de una contribución o de un servicio personal, los exigiere bajo cualquier pretexto” (art. 157 CP). En el segundo caso, se castiga al empleado público que, directa o indirectamente, exige mayores “derechos de los que le están señalados por razón de su cargo o un beneficio económico público para sí o un tercero para ejecutar o haber ejecutado un acto propio de su cargo en razón del cual no le están señalados derechos” (art. 241 CP)."
88,Conducta ministerial de los jueces,"Es el conjunto de cargas, derechos y obligaciones que se derivan de la asunción pública del cargo de juez y que importa su continuidad en el cargo mientras dure su buen comportamiento."
